fileName,realms,mainList,spellList,level,spellName,details,areaOfEffect,duration,range,type
EvilChanneling,引導,邪惡引導,詛咒,35,口服詛咒,目標變得無法忍受魔法草藥或口服藥物，會其嘔吐而無法獲得好處。 所有受傷的治療時間都加倍。,1 目標,P,100',F
EvilChanneling,引導,邪惡引導,詛咒,40,拒絕詛咒,目標永遠無法成為他人法術的自願目標。,1 目標,P,100',F
EvilChanneling,引導,邪惡引導,詛咒,50,黑暗思想,目標不能攻擊任何「邪惡」生物。目標將服從任何比自己高10級或以上的邪惡生物的命令，但能命令（+30 影響力和 +60 領導力）任何等級至少比目標低10級的「邪惡」生物。 「邪惡」的定義見第 10.8 節。,1 目標,P,100',F
EvilChanneling,引導,邪惡引導,黑暗引導,0,說明,注意：有關處理「善良」和「邪惡」的指南，請參閱第 10.8 節。赦免術不會殺死身體，因此黑暗赦免術會留下一個有生命但沒有靈魂的身體。,,,,
EvilChanneling,引導,邪惡引導,黑暗引導,1,偵測邪惡力量,偵測來自邪惡來源的任何活躍法術或活躍魔法物品，或任何能夠施展邪惡法術的實體；每輪施法者能專注於不同的 5'R 區域。（有關偵測法術的更多訊息，請參閱第 10.4 節。）,5'R,1 分鐘/每級(C),100',I
EvilChanneling,引導,邪惡引導,黑暗引導,2,黑暗眩暈,[RR Mod.: -10] 施法者將手臂（手肘鎖定，拳頭握緊）指向目標並引導原始力量。 目標眩暈（-50）。,1 目標,1 每輪/5 失敗差額,100',F
EvilChanneling,引導,邪惡引導,黑暗引導,3,引導I*,當施展此法術時，施法者下一輪開始施展（或準備）的1級法術將被「引導」至另個引導領域的接收者身上。「引導」法術會在正常生效時傳送給接收者，並且必須由接收者立即或延遲使用，如第 4.8 節所述（將法術接收者視為施法者）。所有對傳送法術的正常限制均適用。引導法術的施法者必須能夠看到接收者或明確知道接收者的所在位置（方向和距離或特定地點）。接收者必須確切地知道法術何時到來（但不用知道是什麼法術）。例如，如果牧師在某個時間（滿月的午夜）的某個祭壇上準備接收法術；然後另個知道施法者（或神祇）就能用引導I來向該牧師發送法術。接收後的法術會透過角色的靈光傳遞，所以法術會按照接收者的等級施展（包括任何基於等級的參數）。,1 法術,—,可變,U
EvilChanneling,引導,邪惡引導,黑暗引導,4,擊退神聖I,導致「神聖」存在或「善良」力量的引導者無法接近施法者 100' 內，並在可能的情況下撤退以保持該距離。 如果目標RR失敗超過30，它必須逃離（如果在目前位面）或被放逐回其存在位面（在這種情況下，持續時間是「永久」）。 此法術將影響「I 類」實體或不超過 5 級的實體（對於沒有「類型」的生物）。,1 目標,1 每輪/3 失敗差額,100',F
EvilChanneling,引導,邪惡引導,黑暗引導,5,黑暗睡眠,[RR Mod.: -10] 施法者將他的手臂（手肘鎖定並握緊拳頭）指向目標並引導原始力量。 目標陷入深度、魔法睡眠。,1 目標,1 每輪/5 失敗差額,100',F
EvilChanneling,引導,邪惡引導,黑暗引導,6,引導III*,如同引導I，但能夠發送1-3級的法術。,1 法術,—,可變,U
EvilChanneling,引導,邪惡引導,黑暗引導,7,引導開啟術I,施法者能對熟悉的接收者開啟引導通道。此法術讓施法者知道對方的特定位置（僅方向與距離），並讓施法者能使用引導（請參閱引導系列表）。請注意，此法術不允許任何通訊，但目標能知道通道已向他開啟。,1 存在,1 分鐘/每級(C),1 英哩/每級,U
EvilChanneling,引導,邪惡引導,黑暗引導,8,黑暗致盲,[RR Mod.：-10] 施法者將他的手臂（肘部鎖定，拳頭握緊）指向目標並引導原始力量。 目標被致盲。,1 目標,1 小時/10 失敗差額,100',F
EvilChanneling,引導,邪惡引導,黑暗引導,9,擊退神聖III,與擊退神聖I一樣，但影響高達「III 類」或不超過15級的目標。,1 目標,1 每輪/3 失敗差額,100',F
EvilChanneling,引導,邪惡引導,黑暗引導,10,黑色引導I,能夠使用黑色引導I法術之一（請參閱第 10.7 節）；GM必須根據文化和世界體系決定能使用哪些。,1 目標,可變,可變,F
EvilChanneling,引導,邪惡引導,黑暗引導,11,引導V*,如同引導I，但能夠發送1-5級的法術。,1 法術,—,可變,U
EvilChanneling,引導,邪惡引導,黑暗引導,12,擊退神聖IV,與擊退神聖I一樣，但影響高達「IV 類」或不超過20級的目標。,1 目標,1 每輪/3 失敗差額,100',F
EvilChanneling,引導,邪惡引導,黑暗引導,13,赦免術,[RR Mod：-20] 目標「靈魂」從身體上（或其他物理位置，如果靈魂以其他方式安置）扯出；並留置在被扯出的地方 1週／10 失敗差額。靈魂只有透過賦生術或降靈術才能提前回歸。 目標昏迷至靈魂恢復；甚至潛意識行動（即治療等）也會受到 -75 減值。,1 目標,1 wk/10 失敗差額,50',F
EvilChanneling,引導,邪惡引導,黑暗引導,14,黑暗引導,此法術的施法者施放的下一個引導法術能發送給任何人，無論對方領域如何。 然而，引導法術必須來自邪惡法術列表。,1 引導,—,自身,U
EvilChanneling,引導,邪惡引導,黑暗引導,15,黑色引導II,與黑色引導I一樣，但能使用一個黑色引導II的法術。,1 目標,P,可變,F
EvilChanneling,引導,邪惡引導,黑暗引導,16,引導開啟術II,如同引導開啟術I，但距離為10英哩／每級。,1 存在,1 分鐘/每級(C),10 英哩/每級,U
EvilChanneling,引導,邪惡引導,黑暗引導,17,引導VII*,如同引導I，但能夠發送1-7級的法術。,1 法術,—,可變,U
EvilChanneling,引導,邪惡引導,黑暗引導,18,擊退神聖VI,與擊退神聖I一樣，但影響高達「VI 類」或不超過30級的目標。,1 目標,1 每輪/3 失敗差額,100',F
EvilChanneling,引導,邪惡引導,黑暗引導,19,引導X*,如同引導I，但能夠發送1-10級的法術。,1 法術,—,可變,U
EvilChanneling,引導,邪惡引導,黑暗引導,20,純淨赦免術,[RR Mod: -20] 如同赦免術，但「靈魂」只能透過賦生術或降靈術帶回來。,1 目標,P,50',F
EvilChanneling,引導,邪惡引導,黑暗引導,25,黑色引導III,與黑色引導I一樣，但能使用一個黑色引導III的法術。,1 目標,P,可變,F
EvilChanneling,引導,邪惡引導,黑暗引導,30,黑暗赦免術,[RR Mod: -20] 與純淨赦免術一樣，但「靈魂」被徹底摧毀。,1 目標,P,50',F
EvilChanneling,引導,邪惡引導,黑暗引導,35,神級引導術*,如同引導I，但能夠發送1-20級的法術。,1 法術,—,可變,U
EvilChanneling,引導,邪惡引導,黑暗引導,40,引導開啟術III,如同引導開啟術I，但距離為100英哩／每級。,1 存在,1 分鐘/每級(C),100 英哩/每級,U
EvilChanneling,引導,邪惡引導,黑暗引導,50,邪穢引導,開啟通往施法者神祇的直接渠道；結果取決於神祇個性、動機和力量。 神能施展的任何法術都能通過此渠道傳送。,神祇,1 每輪,可變,U
ClericBase,引導,牧師基本,引導系,0,說明,注意：對於指定庇護所和返回庇護所的法術，適用正常的負載規則（請參閱第 10.15 節）。請注意，此列表中的法術外觀或用法可能根據施法者所服務的神祇性質而有所不同。 GM 應該隨意替換上面的一些法術，改為更適合所需神祇的法術。 例如，例如一個火焰神（女神）可能有幾個法術是來自魔導師火系列表的法術。GM 在定義神聖呼號法術的「陣營」時應該小心而清晰。目標應該包括所有不專門追隨施法者宗教的人（因此可能包括盟友）。根據遊戲世界中的神學狀態，這可能意味著為了避免影響，人們需要崇拜施法者的神，或者可能只需要遵循相同神話的神（例如，在使用希臘語、挪威語的世界中） 、印度、中國和凱爾特諸神，宙斯的信徒可能被認為與波塞頓的祭司有相同的「陣營」）。,,,,
ClericBase,引導,牧師基本,引導系,1,創造聖水,當施放此法術時，最多四盎司乾淨清澈的水會轉化為聖水。此法術需要1小時施展。如果水沒有放在乾淨的容器中，它的神聖性質就會被破壞。,4 盎司水,P,觸碰,E
ClericBase,引導,牧師基本,引導系,2,安定術,施法者將他的手臂（肘部鎖定並握緊拳頭）指向目標並從他的能量源（通常是神祇）引導原始能量。此法術的目標無法採取攻擊性的行動，並且只有在受到攻擊時才會戰鬥。,1 目標,1 每輪/5 失敗差額,100',F
ClericBase,引導,牧師基本,引導系,3,引導I*,當施展此法術時，施法者下一輪開始施展（或準備）的1級法術將被「引導」至另個引導領域的接收者身上。「引導」法術會在正常生效時傳送給接收者，並且必須由接收者立即或延遲使用，如第 4.8 節所述（將法術接收者視為施法者）。所有對傳送法術的正常限制均適用。引導法術的施法者必須能夠看到接收者或明確知道接收者的所在位置（方向和距離或特定地點）。接收者必須確切地知道法術何時到來（但不用知道是什麼法術）。例如，如果牧師在某個時間（滿月的午夜）的某個祭壇上準備接收法術；然後另個知道施法者（或神祇）就能用引導I來向該牧師發送法術。接收後的法術會透過角色的靈光傳遞，所以法術會按照接收者的等級施展（包括任何基於等級的參數）。,1 法術,—,可變,U
ClericBase,引導,牧師基本,引導系,4,異能引導I*,如同引導I，除了不發送法術之外，施法者能向接收者（不需要立即使用它們）發送最多 1 PP／每級。如果發送的 PP 使接收者超過其正常 PP 最大值，則多餘的 PP 會失去，並且接收者會超出的每點 PP 受到相應數量的傷害。,1 目標,—,可變,U
ClericBase,引導,牧師基本,引導系,5,眩暈術,如同安定術，但目標承受眩暈(-50)。,1 目標,1 每輪/5 失敗差額,100',F
ClericBase,引導,牧師基本,引導系,6,引導III*,如同引導I，但能夠發送1-3級的法術。,1 法術,—,可變,U
ClericBase,引導,牧師基本,引導系,7,異能引導II*,如同異能引導I，但能夠發送 2 PP／每級。,1 目標,—,可變,U
ClericBase,引導,牧師基本,引導系,8,深眠術,如同眩暈術，但目標陷入深度睡眠。並且持續時間內受到此法術影響（並且目標無法以任何正常方式被喚醒）。影響結束後，目標能被正常喚醒，但如果不受干擾，目標將睡滿正常長度的睡眠時間（人類為八小時）。,1 目標,1 每輪/10 失敗差額,100',F
ClericBase,引導,牧師基本,引導系,9,真．創造聖水,如同創造聖水，但不用乾淨清澈的水也能轉換出聖水。,4 盎司聖水,P,觸碰,E
ClericBase,引導,牧師基本,引導系,10,引導V*,如同引導I，但能夠發送1-5級的法術。,1 法術,—,可變,U
ClericBase,引導,牧師基本,引導系,11,致盲術,如同眩暈術，但目標承受目盲 1分鐘／5 失敗差額。,1 目標,1 分鐘/5 失敗差額,100',F
ClericBase,引導,牧師基本,引導系,12,神聖懲擊,[RR Mod: -20] 目標承受B級神聖重擊。,1 目標,—,100',F
ClericBase,引導,牧師基本,引導系,13,引導V*,如同引導I，但能夠發送1-8級的法術。,1 法術,—,可變,U
ClericBase,引導,牧師基本,引導系,14,赦免術,[RR Mod：-20] 目標「靈魂」從身體上（或其他物理位置，如果靈魂以其他方式安置）扯出；並留置在被扯出的地方 1週／10 失敗差額。靈魂只有透過賦生術或降靈術才能提前回歸。 目標昏迷至靈魂恢復；甚至潛意識行動（即治療等）也會受到 -75 減值。,1 目標,1 wk/10 失敗差額,50',F
ClericBase,引導,牧師基本,引導系,15,神聖呼號*,所有不屬於施法者「陣營」（宗教信仰）的生物都會受到影響。所有抵抗失敗的差額在 1-40 的目標會承受眩暈 (-50) 1 輪／10 差額；失敗差額超過 40 的人會承受 1 輪／5 差額的失去意識。,20'R,—,20',F
ClericBase,引導,牧師基本,引導系,16,物品回歸術,目標物品（重量不超過10磅）將返回指定地點。此法術有兩種可能的持續時間（在施法時確定）。施法者能在施法時（具有立即持續時間）將目標物品發送（即傳送）到指定位置，或者施法者能指定當物品的擁有者完成特定任務後目標物品將回到施法者身邊（在施法時指定）。,1 物體,可變,觸碰,U
ClericBase,引導,牧師基本,引導系,17,引導X*,如同引導I，但能夠發送1-10級的法術。,1 法術,—,可變,U
ClericBase,引導,牧師基本,引導系,18,指定庇護所*,讓施法者設置回歸的指定地點（這是傳送）。 施法者必須在該地方居住30天（每天冥想16小時）才能定義該處為施法者的「庇護所」。同時間只能存在一個「庇護所」；如果要修改，就必須重新定義。,施法者,—,自身,U
ClericBase,引導,牧師基本,引導系,19,物品遣送術,如同物品回歸術，但物體將在指定位置（施放時設定）停留1輪／每級。 時間結束後，物體會回到它「返回」的地點。,1 物體,可變,觸碰,U
ClericBase,引導,牧師基本,引導系,20,純淨赦免術,[RR Mod: -20] 如同赦免術，但「靈魂」只能透過賦生術或降靈術帶回來。,1 目標,P,50',F
ClericBase,引導,牧師基本,引導系,25,返回庇護所*,花費 1輪／等級後，施法者能施展法術並返回「庇護所」20英尺內的任一位置。,施法者,—,自身,U
ClericBase,引導,牧師基本,引導系,30,神級引導術*,如同引導I，但能夠發送1-20級的法術。,1 法術,—,可變,U
ClericBase,引導,牧師基本,引導系,35,真．神聖懲擊,[RR Mod: -20] 目標承受E級神聖重擊。,1 目標,—,500',F
ClericBase,引導,牧師基本,引導系,40,真．引導術*,如同引導I，但能夠發送法術等級沒有限制。,1 法術,—,可變,U
ClericBase,引導,牧師基本,引導系,50,神力引導,開啟通往施法者神祇的直接渠道；結果取決於神祇個性、動機和力量。 神能施展的任何法術都能通過此渠道傳送。,神祇,1 每輪,可變,U
ClericBase,引導,牧師基本,召喚系,0,說明,注意：如果生物能理解施法者的意思（例如動物交談），則能透過正常的溝通來控制該生物。否則，只能透過施法者的專注來維持控制。涉及傳送的法術通常非常吵鬧且難以安靜。空氣被推來推去，就像雷聲一樣。 噪音量取決於傳送物體的大小。當允許選擇多個召喚法術選項時，相同選項能被選擇多次。例如，對於召喚III，有兩個選項可用。 這意味著，如果兩個選項用於同一件事，則能召喚三個1級生物，或者可以召喚一個3級生物，或者召喚一個持續時間四倍的1級生物。惡魔被認為是另個位面的敵對生物，透過使用元素力量（非惡魔位面的力量）被帶入施法者位面。 因此，惡魔和施法者在召喚期間不會進行 RR。 有關特定惡魔的訊息，請參閱《生物法則》。 雖然在編寫時考慮了邪惡法術列表，但第 10.3 節也可能有用。雖然此列表中的召喚法術屬於U類型，但被召喚的生物會自動被視為願意按照描述服務。,,,,
